,SPY,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2019-07-03,298.8,50.34,121.56,59.66,63.0,28.08,94.4,77.82,59.19,37.92,80.1,60.71
2019-07-05,298.46,50.41,121.7,59.4,63.09,28.16,93.75,77.51,58.92,37.71,79.95,60.68
2019-07-08,296.82,49.96,121.85,59.48,63.18,28.02,93.05,76.87,58.24,37.85,79.34,60.77
2019-07-09,297.19,50.27,121.98,59.13,63.23,28.07,93.14,76.7,57.67,38.05,79.62,60.85
2019-07-10,298.61,50.84,122.42,59.51,64.04,27.97,93.46,76.52,57.55,38.26,80.25,60.99
2019-07-11,299.31,50.87,122.67,59.66,64.17,28.13,93.48,77.04,57.8,37.77,80.55,61.01
2019-07-12,300.65,51.24,124.08,59.83,64.44,28.32,92.44,78.39,58.37,37.62,81.14,60.61
2019-07-15,300.75,51.25,124.48,59.97,63.86,28.16,92.64,78.07,58.41,37.67,81.41,60.85
2019-07-16,299.78,51.13,124.32,59.99,63.18,28.09,92.18,78.57,58.55,37.61,80.65,60.5
2019-07-17,297.74,50.65,123.13,59.92,62.46,27.85,92.2,76.89,58.03,37.42,80.44,60.73
2019-07-18,298.83,50.24,122.97,60.32,62.47,28.06,92.72,77.03,58.28,37.41,81.04,61.26
2019-07-19,297.17,49.59,122.16,59.94,62.76,27.94,91.76,77.45,58.41,36.8,80.69,60.37
2019-07-22,297.9,49.78,122.23,59.59,63.05,28.0,91.57,77.51,58.26,36.76,81.62,60.24
2019-07-23,300.03,49.97,123.06,60.02,63.22,28.29,92.14,78.49,59.46,37.12,82.07,59.86
2019-07-24,301.44,50.41,123.68,59.62,63.49,28.58,92.19,78.83,59.42,37.09,82.75,59.91
2019-07-25,300.0,50.28,122.99,59.7,62.77,28.38,91.74,78.67,58.99,36.93,82.41,59.76
2019-07-26,302.01,51.72,123.55,60.37,62.45,28.69,92.07,78.5,59.06,37.05,82.59,59.98
2019-07-29,301.46,51.43,122.95,60.48,62.2,28.47,92.45,78.36,58.86,37.19,82.54,60.29
2019-07-30,300.72,51.19,122.12,60.66,62.9,28.39,92.05,78.7,59.25,37.56,82.01,59.83
2019-07-31,297.43,50.78,120.72,59.43,62.7,28.25,91.14,77.82,58.34,37.41,80.77,59.55
2019-08-01,294.84,50.54,119.08,59.22,61.28,27.61,91.26,76.31,58.01,37.5,80.36,60.16
2019-08-02,292.62,50.05,118.1,59.23,60.4,27.6,91.05,75.82,57.33,37.79,79.05,60.15
2019-08-05,283.82,48.43,114.93,57.69,58.6,26.68,88.91,73.72,56.25,37.07,75.75,59.29
2019-08-06,287.8,49.13,116.68,58.21,58.53,27.11,90.06,74.83,56.32,37.53,77.01,60.03
2019-08-07,287.97,49.19,117.15,58.89,58.09,26.75,90.09,74.79,57.1,37.88,77.49,60.18
2019-08-08,293.62,50.18,119.41,59.65,59.76,27.26,91.29,76.06,58.19,38.48,79.39,60.8
2019-08-09,291.62,49.62,118.29,59.32,59.1,27.17,91.4,75.42,57.73,38.47,78.49,60.87
2019-08-12,288.07,49.07,116.57,58.92,58.4,26.65,90.51,74.38,56.83,38.43,77.46,60.75
2019-08-13,292.55,49.81,118.49,59.59,58.94,26.98,91.69,75.27,57.44,38.46,79.4,60.79
2019-08-14,283.9,48.04,114.78,58.65,56.63,25.98,89.14,72.97,55.62,37.86,76.96,60.29
2019-08-15,284.65,48.12,114.59,59.53,56.28,26.11,89.45,72.89,55.64,38.39,76.82,61.07
2019-08-16,288.85,48.74,115.89,60.21,57.02,26.57,90.55,74.3,56.62,38.66,78.28,61.38
2019-08-19,292.33,49.5,117.35,60.81,58.28,26.84,91.42,75.0,57.07,39.01,79.47,61.77
2019-08-20,290.09,49.17,117.38,60.15,57.79,26.48,90.64,74.56,56.4,38.72,79.07,61.67
2019-08-21,292.45,49.36,119.64,60.31,58.16,26.6,91.31,75.02,56.69,38.88,80.0,62.08
2019-08-22,292.36,49.25,119.67,60.63,57.9,26.78,90.86,75.13,56.31,39.07,79.81,62.14
2019-08-23,284.85,47.9,116.49,59.62,55.96,26.1,88.76,73.12,54.95,38.58,77.17,61.48
2019-08-26,288.0,48.62,117.64,60.36,56.2,26.35,89.69,73.66,55.13,38.94,78.24,62.19
2019-08-27,286.87,48.71,117.06,60.19,55.85,26.19,89.16,73.28,55.17,38.81,78.12,62.3
2019-08-28,288.89,48.83,118.52,60.77,56.65,26.43,89.81,74.18,55.6,38.92,78.19,62.13
2019-08-29,292.58,49.59,120.3,60.8,57.48,26.83,90.49,75.45,56.31,39.2,79.55,62.56
2019-08-30,292.45,49.53,119.58,60.72,57.48,26.92,90.6,75.76,56.69,39.21,79.53,62.58
2019-09-03,290.74,49.04,119.09,61.07,57.2,26.64,90.07,74.73,56.24,39.77,78.56,63.69
2019-09-04,294.04,49.99,120.27,61.62,58.0,26.9,90.13,75.68,56.93,40.1,79.9,63.75
2019-09-05,297.82,50.84,122.57,61.24,58.72,27.45,91.02,77.04,57.02,39.75,81.57,63.06
2019-09-06,298.05,50.73,122.87,61.44,59.03,27.44,91.27,77.2,57.24,39.8,81.5,62.81
2019-09-09,298.2,50.89,123.34,61.3,60.21,27.86,90.43,77.43,56.94,39.5,80.89,62.5
2019-09-10,298.13,50.96,122.85,60.92,60.92,27.96,90.69,78.14,57.5,38.92,80.48,62.58
2019-09-11,300.25,51.23,123.08,61.14,60.98,28.12,91.59,78.87,58.05,38.83,81.32,63.2
2019-09-12,301.29,51.38,123.67,61.39,60.6,28.27,91.56,78.92,58.5,39.06,81.76,63.34
2019-09-13,301.09,51.29,123.42,61.04,61.08,28.49,91.51,79.35,59.14,38.59,81.16,62.94
2019-09-16,300.16,51.1,121.84,60.45,63.13,28.39,91.31,79.28,58.17,38.99,80.96,62.99
2019-09-17,300.92,51.15,122.58,60.78,62.25,28.42,91.45,79.24,58.64,39.54,81.29,63.54
2019-09-18,301.1,51.09,122.52,60.88,61.95,28.52,91.44,79.12,58.67,39.42,81.28,63.81
2019-09-19,301.08,51.14,122.19,60.87,61.79,28.39,91.87,78.72,58.77,39.55,81.46,64.11
2019-09-20,298.28,50.69,120.39,60.32,61.28,28.08,92.0,77.81,58.34,39.12,80.26,63.87
2019-09-23,298.21,50.51,120.81,60.56,61.3,28.13,91.51,77.66,58.2,39.26,80.51,63.88
2019-09-24,295.87,49.75,119.52,60.81,60.33,27.86,90.67,77.22,57.7,39.21,79.73,64.63
2019-09-25,297.62,50.32,120.61,60.85,60.43,28.09,90.23,77.72,58.0,39.17,80.68,64.59
2019-09-26,297.0,49.83,120.09,61.19,59.64,27.96,89.73,77.83,57.87,39.55,80.77,64.93
2019-09-27,295.4,49.27,119.67,61.12,59.63,28.07,89.33,77.52,57.71,39.29,79.69,64.7
2019-09-30,296.77,49.52,120.7,61.42,59.2,28.0,90.13,77.63,58.2,39.34,80.53,64.74
2019-10-01,293.24,49.02,119.69,61.26,57.83,27.41,89.25,75.77,56.83,39.0,79.78,64.59
2019-10-02,288.06,48.28,117.54,60.03,56.41,26.85,87.95,74.34,55.81,38.76,78.28,63.73
2019-10-03,290.42,48.75,118.11,60.45,57.02,26.96,88.74,74.83,56.01,39.22,79.24,63.88
2019-10-04,294.35,49.41,119.22,61.4,57.38,27.46,90.13,75.61,56.31,39.4,80.55,64.77
2019-10-07,293.08,49.41,118.7,60.9,56.87,27.32,89.83,75.23,56.11,39.33,80.21,64.52
2019-10-08,288.53,48.61,117.45,60.32,55.9,26.78,88.12,74.07,55.13,39.14,78.74,63.92
2019-10-09,291.27,48.9,118.45,60.78,56.41,27.03,88.76,74.7,55.75,39.26,79.91,64.23
2019-10-10,293.24,49.18,119.24,60.9,57.12,27.31,89.2,75.38,56.26,39.36,80.46,64.16
2019-10-11,296.28,49.76,120.59,60.84,57.89,27.65,89.94,76.8,57.35,39.23,81.57,63.92
2019-10-14,295.95,49.65,120.53,60.54,57.86,27.69,89.9,76.65,56.94,39.29,81.52,63.51
2019-10-15,298.88,50.5,121.59,60.28,58.1,28.09,91.54,77.27,57.34,39.32,82.42,63.31
2019-10-16,298.4,50.59,122.09,60.34,57.29,28.02,91.42,77.23,57.46,39.27,81.85,63.45
2019-10-17,299.28,50.89,122.41,60.62,57.33,28.04,92.1,77.61,57.61,39.53,81.69,63.61
2019-10-18,297.97,50.3,122.17,60.74,57.03,28.11,91.76,76.94,57.51,39.91,80.91,63.82
2019-10-21,299.99,50.6,122.6,60.94,58.05,28.5,91.66,77.4,57.33,40.18,81.78,64.07
2019-10-22,299.01,50.11,121.82,60.96,58.8,28.42,91.86,78.01,57.09,40.06,80.68,64.34
2019-10-23,299.88,50.5,121.26,61.24,59.29,28.54,92.43,78.0,57.45,40.13,80.75,64.6
2019-10-24,300.37,49.93,121.2,61.45,59.04,28.5,91.96,78.11,57.63,39.98,81.93,64.82
2019-10-25,301.6,50.32,121.06,61.09,59.52,28.64,92.06,78.6,58.26,39.49,82.92,64.16
2019-10-28,303.3,50.79,121.44,60.97,59.18,28.79,93.01,78.82,58.44,39.07,83.97,63.28
2019-10-29,303.21,50.33,120.75,60.97,59.42,28.86,94.33,79.08,58.8,39.17,83.21,63.34
2019-10-30,304.14,50.47,121.5,61.25,58.21,28.84,94.86,79.36,58.85,39.46,83.72,63.9
2019-10-31,303.33,50.62,120.85,61.16,57.96,28.7,94.75,78.51,58.19,39.33,83.67,64.25
2019-11-01,306.14,50.95,121.65,61.15,59.28,29.12,94.87,80.22,59.01,39.23,84.67,64.09
2019-11-04,307.37,51.23,121.71,60.56,61.21,29.37,94.58,81.15,59.47,38.79,85.11,63.27
2019-11-05,307.03,51.25,121.89,60.76,61.29,29.48,93.91,81.32,59.57,38.12,85.01,62.62
2019-11-06,307.1,51.07,122.02,61.01,60.04,29.63,94.23,81.37,59.53,38.26,84.97,62.86
2019-11-07,308.18,51.39,121.29,60.8,60.94,29.85,94.44,81.65,59.93,37.85,85.64,62.01
2019-11-08,308.94,51.53,121.34,60.76,60.69,29.84,95.13,81.76,60.17,37.78,86.12,61.75
2019-11-11,308.35,51.29,121.09,60.67,60.35,29.76,94.74,81.8,60.08,37.85,86.16,61.37
2019-11-12,309.0,51.35,121.01,60.87,60.04,29.8,95.31,81.79,60.39,37.6,86.45,61.52
2019-11-13,309.1,51.33,120.63,61.33,59.78,29.61,95.42,81.45,60.04,37.98,86.64,62.43
2019-11-14,309.55,51.56,121.15,61.31,59.62,29.67,95.43,81.71,60.41,38.36,86.54,62.65
2019-11-15,311.79,51.99,121.37,61.33,60.08,29.75,97.46,82.31,60.36,38.55,87.24,62.85
2019-11-18,312.02,52.17,121.79,61.65,59.35,29.81,97.13,82.0,60.21,38.76,87.5,62.98
2019-11-19,311.93,52.2,120.45,61.57,58.47,29.87,97.79,81.93,60.08,38.84,87.67,62.82
2019-11-20,310.77,51.88,120.17,61.71,59.06,29.73,97.66,81.28,59.33,38.86,87.14,63.2
2019-11-21,310.27,52.02,119.49,61.4,60.03,29.7,97.91,81.25,59.23,38.34,86.7,62.98
2019-11-22,310.96,52.04,120.31,61.3,59.83,29.92,98.26,81.67,59.33,38.12,86.59,63.0
2019-11-25,313.37,52.2,121.37,61.37,59.89,30.11,99.41,82.26,59.72,38.15,87.85,62.79
2019-11-26,314.08,52.37,122.2,61.87,59.34,30.08,99.33,82.5,60.02,38.68,87.93,63.0
2019-11-27,315.48,52.74,123.25,62.02,59.49,30.2,99.84,82.42,60.26,38.8,88.42,63.11
2019-11-29,314.31,52.56,122.45,62.0,58.89,30.15,99.49,82.04,60.04,38.65,88.16,63.05
2019-12-02,311.64,52.06,121.44,62.14,58.89,29.96,99.05,80.69,59.44,37.94,86.9,62.64
2019-12-03,309.55,51.96,120.22,62.04,58.01,29.54,98.83,79.81,59.06,38.25,86.13,62.81
2019-12-04,311.46,52.23,120.89,62.45,58.88,29.82,99.75,80.12,59.19,38.45,86.48,63.29
2019-12-05,312.02,52.45,120.77,62.43,58.6,29.96,99.75,80.14,59.49,38.51,86.8,63.4
2019-12-06,314.87,52.76,121.74,62.67,59.72,30.36,100.41,81.11,60.1,38.52,87.76,63.21
2019-12-09,313.88,52.56,121.89,62.72,59.65,30.29,99.71,80.8,59.98,38.57,87.3,62.99
2019-12-10,313.53,52.38,121.68,62.52,59.77,30.3,99.93,80.7,59.62,38.3,87.37,62.98
2019-12-11,314.42,52.62,121.99,62.61,59.67,30.23,100.02,81.21,60.07,38.01,87.96,63.15
2019-12-12,317.13,52.68,123.06,62.56,60.77,30.82,100.95,81.93,60.91,37.55,88.9,62.88
2019-12-13,317.32,52.56,123.17,62.78,60.31,30.71,100.88,81.71,60.44,37.59,89.49,63.37
2019-12-16,319.5,53.08,123.71,63.0,61.12,30.82,101.97,81.67,60.7,37.88,90.29,64.16
2019-12-17,319.57,53.03,124.26,62.9,61.16,30.94,101.86,81.59,60.79,37.47,90.08,64.37
2019-12-18,319.59,53.39,124.38,62.8,61.39,30.81,102.0,81.25,60.71,38.0,90.07,64.63
2019-12-19,320.9,53.88,124.77,63.14,61.37,30.8,102.4,81.47,60.92,38.36,90.72,64.65
2019-12-20,320.73,53.93,124.55,63.1,61.36,30.68,102.7,81.44,60.88,38.24,90.95,64.59
2019-12-23,321.22,53.79,124.26,62.83,61.99,30.61,103.11,82.11,61.05,38.01,91.21,63.99
2019-12-24,321.23,53.78,124.54,62.91,61.96,30.68,102.98,81.78,61.12,38.06,91.24,64.08
2019-12-26,322.94,54.19,126.06,62.97,61.94,30.85,102.91,81.97,61.39,38.29,91.92,64.19
2019-12-27,322.86,54.09,126.05,63.25,61.68,30.77,102.94,81.9,61.16,38.43,91.91,64.38
2019-12-30,321.08,53.53,125.24,62.92,59.7,30.68,101.66,81.52,60.97,38.4,91.38,64.37
2019-12-31,321.86,53.63,125.42,62.98,60.04,30.78,101.86,81.47,61.42,38.67,91.67,64.62
2020-01-02,324.87,54.26,126.91,62.48,60.58,31.08,102.13,83.01,60.7,38.22,93.39,63.81
2020-01-03,322.41,53.91,125.83,62.38,60.4,30.75,101.24,82.85,59.72,38.5,92.34,63.94
2020-01-06,323.64,54.63,126.18,62.51,60.87,30.73,101.87,82.88,59.46,38.51,92.56,64.0
2020-01-07,322.73,54.7,125.98,62.03,60.71,30.53,101.67,82.71,59.39,38.09,92.52,63.91
2020-01-08,324.45,55.09,126.36,62.26,59.71,30.73,102.33,82.99,59.6,38.28,93.51,63.88
2020-01-09,326.65,55.38,127.03,62.7,60.15,30.92,102.77,83.34,59.82,38.27,94.57,64.23
2020-01-10,325.71,55.16,126.34,62.66,59.81,30.69,102.8,82.75,59.58,38.64,94.35,64.4
2020-01-13,327.95,55.68,126.74,63.07,59.83,30.9,102.44,83.43,60.35,39.11,95.53,64.79
2020-01-14,327.45,55.54,126.7,63.09,59.84,30.84,103.06,83.44,60.1,38.92,95.08,64.98
2020-01-15,328.19,55.81,126.41,63.54,59.4,30.67,103.95,83.57,60.51,39.19,95.19,65.89
2020-01-16,330.92,56.24,127.54,63.71,59.5,30.94,104.49,84.4,60.87,39.54,96.47,66.3
2020-01-17,331.95,56.68,127.99,63.82,59.12,31.03,104.49,84.41,61.14,39.59,97.12,66.76
2020-01-21,331.3,56.63,127.6,64.04,58.06,30.77,104.6,83.48,60.48,39.99,97.08,67.37
2020-01-22,331.34,56.6,127.54,64.09,57.5,30.86,104.73,83.04,60.24,39.67,97.43,67.58
2020-01-23,331.72,56.37,127.73,64.03,57.28,30.78,104.2,83.94,60.17,40.05,97.89,68.18
2020-01-24,328.77,55.69,125.95,63.59,56.62,30.39,102.46,83.55,59.74,39.99,97.43,68.36
2020-01-27,323.5,54.82,124.07,63.39,55.05,29.92,101.68,81.97,58.45,39.82,95.11,68.19
2020-01-28,326.89,55.45,125.28,63.47,55.3,30.27,102.18,82.5,59.11,39.92,96.93,68.47
2020-01-29,326.62,55.36,125.21,63.15,54.72,30.22,101.9,82.94,59.3,39.71,97.18,68.65
2020-01-30,327.68,54.8,125.0,63.9,55.16,30.6,101.16,83.03,58.93,39.8,98.02,69.29
2020-01-31,321.73,53.91,125.32,63.18,53.44,29.96,99.14,81.11,57.63,39.23,95.33,68.98
2020-02-03,324.12,54.55,126.21,63.18,52.74,30.17,100.04,81.08,58.84,39.27,96.59,69.2
2020-02-04,329.06,55.12,128.51,63.56,52.93,30.46,101.8,82.61,59.88,39.78,99.12,68.51
2020-02-05,332.86,55.21,129.16,64.07,54.92,31.07,103.76,83.99,60.99,39.75,99.7,68.79
2020-02-06,333.98,55.9,128.87,64.18,54.36,31.03,103.85,84.26,60.96,39.92,100.61,68.81
2020-02-07,332.2,55.86,128.31,64.26,53.98,30.92,103.04,83.65,60.09,39.94,99.69,68.59
2020-02-10,334.68,56.19,129.76,64.53,53.71,31.01,103.59,84.12,60.06,40.4,101.04,68.85
2020-02-11,335.26,56.13,130.78,64.29,54.31,31.12,104.21,84.44,60.39,40.89,100.7,69.1
2020-02-12,337.42,56.86,132.12,64.26,55.04,31.14,104.34,85.23,60.72,41.15,101.79,69.15
2020-02-13,337.06,56.87,131.89,64.64,54.87,31.13,103.85,84.75,60.5,41.4,101.52,69.92
2020-02-14,337.6,56.94,131.69,64.79,54.58,31.17,103.93,84.64,60.51,41.88,101.96,70.39
2020-02-18,336.73,57.32,131.68,64.56,54.13,30.9,103.56,84.16,60.36,41.84,101.58,70.98
2020-02-19,338.34,57.58,132.27,64.49,54.85,31.13,104.04,84.13,60.52,41.25,102.79,70.21
2020-02-20,336.95,56.99,132.32,64.54,54.79,31.07,103.37,84.01,60.62,41.71,101.72,70.46
2020-02-21,333.48,56.12,130.3,64.65,54.14,30.77,103.43,83.59,60.34,41.93,99.44,70.33
2020-02-24,322.42,54.24,125.82,63.16,51.64,29.77,100.17,81.21,58.64,41.37,95.33,69.51
2020-02-25,312.65,52.79,122.46,62.02,49.36,28.76,97.13,77.9,56.11,40.33,92.28,68.05
2020-02-26,311.5,52.69,121.49,61.67,47.87,28.55,97.12,77.31,55.92,39.98,92.7,67.36
2020-02-27,297.51,50.61,116.58,59.16,45.31,27.33,93.82,74.44,53.3,37.72,87.7,64.33
2020-02-28,296.26,50.76,115.83,57.99,45.27,26.59,92.61,73.08,52.72,36.79,88.37,62.18
2020-03-02,309.09,52.52,119.81,61.09,47.1,27.95,96.95,75.65,54.98,38.62,93.48,65.84
2020-03-03,300.24,50.79,116.91,60.26,45.66,26.9,94.54,73.8,54.5,38.59,89.93,65.03
2020-03-04,312.86,52.62,120.95,63.22,46.74,27.79,99.99,76.85,56.76,40.09,93.79,68.72
2020-03-05,302.46,50.7,116.44,62.03,45.03,26.45,97.67,73.09,54.96,39.17,90.83,67.66
2020-03-06,297.46,49.82,114.65,61.54,42.5,25.55,97.15,72.45,53.53,38.5,88.91,67.11
2020-03-09,274.23,46.5,107.43,58.86,33.94,22.81,92.1,65.77,48.52,35.78,82.16,63.46
2020-03-10,288.42,48.87,113.37,60.55,35.55,24.15,95.26,69.18,50.49,37.52,87.64,64.05
2020-03-11,274.36,46.77,107.17,57.58,33.67,22.84,91.62,65.12,48.09,35.51,83.5,60.83
2020-03-12,248.11,42.38,96.34,52.17,29.47,20.37,84.78,58.38,43.46,32.46,75.35,54.69
2020-03-13,269.32,46.19,102.3,56.61,32.19,23.05,90.66,62.94,46.51,35.31,84.19,57.67
2020-03-16,239.85,40.98,89.34,52.77,27.81,19.89,81.72,55.8,41.39,29.66,72.56,51.12
2020-03-17,252.8,42.76,92.78,57.22,28.0,20.97,86.85,58.37,43.95,31.46,77.5,57.66
2020-03-18,240.0,41.34,87.45,55.75,23.98,19.19,83.97,54.07,41.14,29.25,74.58,55.15
2020-03-19,240.51,42.08,90.5,53.89,25.61,19.61,82.25,54.11,42.19,28.79,74.85,51.94
2020-03-20,228.8,40.22,87.81,50.4,25.86,18.91,79.09,51.4,40.68,27.16,71.42,47.82
2020-03-23,222.95,40.32,87.53,48.63,23.57,17.66,74.62,48.77,38.35,25.46,70.4,44.93
2020-03-24,243.15,42.8,95.74,51.11,27.35,19.85,80.37,54.94,42.86,27.68,77.61,49.76
2020-03-25,246.79,42.14,97.42,50.97,28.64,20.39,81.44,57.83,43.86,28.91,77.51,51.03
2020-03-26,261.2,44.54,101.45,53.76,30.39,21.67,86.85,61.48,45.92,31.13,82.31,55.38
2020-03-27,253.42,42.76,98.05,53.51,28.33,21.01,84.99,58.89,44.26,31.21,78.59,55.68
2020-03-30,261.65,44.32,100.1,55.6,28.62,21.41,88.97,59.75,45.67,32.02,81.9,57.74
2020-03-31,257.75,44.24,98.08,54.47,29.06,20.82,88.58,59.01,45.04,31.0,80.37,55.41
2020-04-01,246.15,42.48,93.7,53.55,27.62,19.55,85.21,56.35,43.01,29.12,76.54,52.08
2020-04-02,251.83,43.02,94.05,54.92,30.15,20.04,87.57,57.1,43.66,29.55,78.33,53.71
2020-04-03,248.19,42.15,92.41,55.35,29.83,19.64,86.78,56.34,42.61,29.3,77.12,51.79
2020-04-06,264.86,44.93,100.1,57.41,31.41,21.05,91.33,60.24,45.78,31.42,83.7,55.79
2020-04-07,265.13,45.26,101.59,56.75,32.08,21.26,90.58,60.1,47.0,31.43,82.95,55.09
2020-04-08,274.03,46.23,104.79,57.59,34.22,22.19,94.31,62.28,49.3,33.79,85.18,58.09
2020-04-09,278.2,46.57,106.68,58.13,33.91,23.38,94.83,63.22,51.42,35.53,85.2,60.83
2020-04-13,275.66,46.64,106.65,57.7,33.8,22.53,94.0,61.37,50.29,33.9,85.39,58.9
2020-04-14,283.79,48.02,110.82,60.15,33.64,22.63,97.12,62.54,50.94,35.03,88.97,60.63
2020-04-15,277.76,47.57,108.39,59.2,32.06,21.65,96.62,60.81,48.6,33.68,87.03,58.63
2020-04-16,279.1,47.76,109.69,59.59,30.69,21.27,98.73,60.27,48.32,33.46,88.09,58.64
2020-04-17,286.64,48.41,112.93,60.5,33.95,22.39,100.78,63.1,50.26,34.54,89.26,60.53
2020-04-20,281.59,47.97,110.96,59.31,32.89,22.0,99.98,61.42,49.02,33.26,87.83,58.24
2020-04-21,273.04,46.46,108.08,58.05,32.31,21.29,96.94,59.97,47.81,32.77,84.15,57.28
2020-04-22,279.1,47.71,110.41,58.61,33.46,21.52,98.42,60.6,48.75,33.34,87.39,58.95
2020-04-23,279.08,48.05,110.38,58.09,34.54,21.43,98.96,61.08,49.09,32.96,86.79,57.96
2020-04-24,282.97,48.66,112.25,58.71,34.62,21.74,100.29,61.57,49.86,33.08,88.63,58.32
2020-04-27,287.05,49.06,114.35,58.88,35.37,22.48,101.58,63.1,51.19,34.04,89.39,58.93
2020-04-28,285.73,48.17,114.8,59.21,36.18,22.72,99.53,64.28,52.14,34.07,88.2,59.15
2020-04-29,293.21,50.5,117.33,58.96,38.86,23.38,100.19,65.51,53.47,34.16,91.82,58.61
