,SPY,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2020-04-30,290.48,50.28,116.6,58.26,38.0,22.79,99.73,64.21,51.88,33.92,91.41,57.26
2020-05-01,282.79,49.58,112.24,57.62,35.85,22.06,97.83,62.27,50.79,32.88,88.9,55.88
2020-05-04,283.57,49.87,112.85,57.59,37.09,21.86,97.78,61.48,50.97,32.86,90.08,56.3
2020-05-05,286.19,50.13,113.26,57.64,37.12,21.79,99.9,61.72,51.1,33.07,91.32,56.76
2020-05-06,284.25,49.99,113.24,57.01,36.15,21.32,98.91,60.87,50.22,32.46,92.03,54.83
2020-05-07,287.68,50.93,115.02,56.85,37.09,21.82,98.9,61.58,51.25,32.75,93.41,55.05
2020-05-08,292.44,51.86,117.26,58.12,38.78,22.29,99.41,63.11,52.48,33.35,94.78,56.16
2020-05-11,292.5,51.89,117.0,58.04,38.1,21.86,101.12,62.32,51.68,32.95,95.41,55.92
2020-05-12,286.67,50.88,114.44,57.55,37.43,21.29,99.58,60.57,50.89,31.55,93.44,55.43
2020-05-13,281.6,50.01,112.47,57.03,35.73,20.66,98.5,59.05,49.82,31.05,91.83,54.96
2020-05-14,284.97,50.55,114.15,56.89,36.13,21.19,99.58,59.67,50.43,31.09,93.0,55.55
2020-05-15,286.28,51.25,115.48,57.39,35.99,21.05,100.42,59.46,50.87,30.98,93.47,54.81
2020-05-18,295.0,52.33,119.85,58.3,38.93,22.13,101.25,63.38,53.19,32.49,95.76,57.06
2020-05-19,291.97,52.32,119.42,57.23,37.84,21.59,100.03,62.57,52.68,31.86,95.41,56.12
2020-05-20,296.93,53.77,120.98,57.91,39.35,22.07,100.15,63.74,53.52,32.16,97.5,56.43
2020-05-21,294.88,53.39,121.41,57.27,38.72,22.0,99.41,63.89,53.01,32.0,96.14,55.86
2020-05-22,295.44,53.71,121.23,57.47,38.48,21.92,99.62,63.84,52.93,32.7,96.49,56.48
2020-05-26,299.08,53.86,123.15,57.78,39.55,23.06,99.44,66.52,54.38,33.74,96.39,56.85
2020-05-27,303.53,54.24,125.26,58.65,40.06,24.06,100.47,68.74,54.93,34.46,96.94,57.53
2020-05-28,302.97,53.73,123.74,59.17,38.94,23.68,101.78,68.09,55.44,34.85,96.75,59.23
2020-05-29,304.32,54.02,124.19,59.23,38.76,23.41,103.01,67.67,55.45,34.65,97.97,59.69
2020-06-01,305.55,54.64,125.37,59.64,39.44,23.68,101.99,67.82,55.83,35.34,97.94,60.4
2020-06-02,308.08,54.86,126.44,59.8,40.54,23.87,102.58,68.7,56.84,35.57,98.86,60.79
2020-06-03,312.18,55.03,128.83,59.88,41.73,24.76,102.38,71.38,58.13,36.42,99.63,61.52
2020-06-04,311.36,54.62,128.18,59.59,41.74,25.3,101.57,72.14,58.34,35.74,98.81,60.42
2020-06-05,319.34,55.51,131.25,60.42,44.84,26.24,103.21,74.79,59.83,37.05,101.41,61.19
2020-06-08,323.2,56.55,133.25,61.07,46.86,26.74,103.92,76.29,59.91,37.86,101.92,62.83
2020-06-09,320.79,56.41,132.21,60.57,45.1,26.17,102.84,74.39,59.18,37.42,102.4,61.57
2020-06-10,319.0,56.24,130.97,60.4,42.88,25.19,102.68,72.61,58.51,36.72,104.11,61.21
2020-06-11,300.61,53.65,124.11,58.11,38.84,23.13,96.97,67.51,53.99,34.45,98.14,58.82
2020-06-12,304.21,54.12,125.34,58.12,39.82,23.83,97.6,68.82,55.04,35.54,99.41,58.67
2020-06-15,307.05,54.99,126.53,58.79,39.94,24.16,97.82,69.5,55.62,35.99,100.37,59.07
2020-06-16,312.96,55.44,129.19,59.71,41.09,24.54,100.23,70.86,56.78,36.59,102.51,59.34
2020-06-17,311.66,55.51,128.85,59.62,39.69,24.17,100.13,70.35,56.31,36.16,102.49,59.16
2020-06-18,311.78,55.69,128.38,59.93,40.18,24.14,99.79,70.09,56.35,35.71,102.95,59.15
2020-06-19,308.64,55.54,127.38,59.62,39.57,23.98,100.75,69.23,56.18,35.35,102.24,57.49
2020-06-22,310.62,55.55,128.39,58.99,39.25,23.71,99.94,69.04,56.08,34.98,103.88,57.57
2020-06-23,312.05,55.91,129.4,58.9,39.29,23.82,100.37,69.05,56.21,34.85,104.63,56.99
2020-06-24,304.09,54.65,126.55,57.91,37.11,22.98,97.75,66.65,54.57,33.96,102.27,56.47
2020-06-25,307.35,54.89,126.72,58.32,37.82,23.59,98.71,67.39,55.25,34.32,103.58,55.77
2020-06-26,300.05,52.47,123.75,57.13,36.51,22.58,97.51,66.14,54.49,33.73,101.54,55.18
2020-06-29,304.46,53.44,126.1,58.21,37.0,22.83,98.39,68.31,55.55,34.31,102.65,56.22
2020-06-30,308.36,54.04,127.71,58.64,37.85,23.14,100.07,68.7,56.35,34.81,104.49,56.43
2020-07-01,310.52,55.38,129.0,58.69,36.93,22.94,100.84,68.39,56.47,35.76,104.66,57.75
2020-07-02,312.23,55.2,129.51,58.99,37.34,22.97,101.6,68.98,57.53,35.64,105.27,57.9
2020-07-06,317.05,56.31,132.58,59.28,37.45,23.41,102.63,69.97,58.35,35.68,107.11,57.19
2020-07-07,313.78,56.15,130.5,59.82,36.26,22.93,101.74,68.63,58.37,35.1,105.99,56.96
2020-07-08,316.18,56.65,131.89,59.67,36.23,23.17,101.75,68.63,57.54,35.08,107.72,57.47
2020-07-09,314.38,56.72,131.74,59.2,34.44,22.68,100.95,67.14,57.0,34.96,108.11,56.7
2020-07-10,317.59,57.7,133.31,60.29,35.54,23.46,100.71,68.01,57.99,35.0,108.08,57.77
2020-07-13,314.84,56.54,131.62,60.2,35.35,23.56,101.28,68.29,57.99,34.45,105.84,57.83
2020-07-14,318.92,57.1,132.93,61.08,36.59,23.68,103.29,69.77,59.45,34.79,107.06,58.37
2020-07-15,321.85,57.44,134.83,61.13,37.38,24.15,104.63,71.55,60.45,34.95,107.64,58.14
2020-07-16,320.79,57.54,134.47,61.26,37.21,24.15,104.46,71.57,60.65,34.54,106.31,58.88
2020-07-17,321.72,57.41,133.84,61.59,36.69,23.95,105.89,72.0,61.16,35.02,106.83,60.21
2020-07-20,324.32,58.1,135.98,60.97,36.08,23.84,105.87,71.12,60.63,34.69,109.56,59.42
2020-07-21,325.01,57.82,136.19,61.5,38.26,24.31,105.8,72.06,61.16,34.7,108.46,59.69
2020-07-22,326.86,57.88,137.36,61.99,37.79,24.31,106.75,72.64,61.87,35.12,109.33,60.61
2020-07-23,322.96,56.94,135.3,62.21,37.72,24.33,106.27,72.42,61.68,34.94,106.49,60.68
2020-07-24,320.88,56.85,135.54,62.13,37.51,24.27,105.1,71.84,61.47,34.8,105.2,60.28
2020-07-27,323.22,57.24,136.38,62.44,37.55,24.07,105.89,72.14,62.36,35.21,106.86,59.55
2020-07-28,321.17,56.65,135.03,62.67,36.91,24.01,105.77,71.64,60.99,35.92,105.61,60.45
2020-07-29,325.12,57.17,136.4,62.76,37.68,24.46,106.88,72.73,61.49,36.6,107.14,60.73
2020-07-30,323.96,57.33,136.29,62.76,36.2,24.02,106.14,72.0,60.3,36.3,107.74,60.73
2020-07-31,326.52,58.13,137.0,62.7,36.03,24.03,105.53,71.73,60.36,36.26,110.43,60.83
2020-08-03,328.79,58.18,136.71,62.53,36.16,24.1,106.62,72.03,60.02,35.68,113.15,60.17
2020-08-04,330.06,58.55,137.81,63.31,37.04,24.0,106.15,72.21,60.87,36.21,113.44,60.83
2020-08-05,332.11,58.46,139.49,63.18,37.43,24.33,106.64,73.59,61.76,35.94,113.86,60.05
2020-08-06,334.33,60.0,140.17,63.17,37.13,24.32,106.07,73.87,61.5,36.01,115.46,60.4
2020-08-07,334.57,59.93,140.38,63.51,37.18,24.84,106.41,75.13,61.71,36.5,113.74,61.49
2020-08-10,335.57,59.73,142.06,63.84,38.33,25.02,106.05,76.98,62.31,36.44,113.42,61.47
2020-08-11,332.8,58.84,141.78,63.4,38.2,25.31,105.38,77.39,62.2,35.74,111.38,60.14
2020-08-12,337.44,59.54,143.66,64.22,38.58,25.24,107.15,77.64,62.57,36.19,113.91,61.01
2020-08-13,336.83,59.84,143.6,64.17,37.83,25.08,107.01,77.23,62.56,35.77,113.96,60.91
2020-08-14,336.84,59.83,143.59,64.16,38.19,25.18,106.8,77.53,62.63,35.86,113.88,60.38
2020-08-17,337.91,59.9,145.44,64.52,37.97,24.76,107.43,77.17,62.91,36.18,114.64,60.3
2020-08-18,338.64,60.44,146.34,64.78,37.49,24.6,107.4,76.75,62.65,36.14,115.07,60.03
2020-08-19,337.23,60.27,145.65,64.27,37.06,24.59,107.05,76.55,62.47,35.4,114.93,59.85
2020-08-20,338.28,61.02,145.43,64.14,36.26,24.36,106.71,76.14,62.25,35.78,116.46,59.32
2020-08-21,339.48,60.75,146.18,64.3,36.03,24.31,106.82,76.45,61.89,35.9,117.94,59.42
2020-08-24,342.92,61.49,148.4,64.85,37.02,24.89,106.33,77.83,62.98,35.95,118.96,59.94
2020-08-25,344.12,62.07,148.89,64.71,36.5,24.96,107.05,77.73,62.73,36.06,119.56,59.37
2020-08-26,347.57,64.19,150.36,64.79,35.73,24.84,106.92,77.77,63.39,35.81,121.99,58.71
2020-08-27,348.33,63.41,149.55,65.19,35.8,25.26,107.76,78.05,63.22,36.29,122.09,58.9
2020-08-28,350.58,63.56,150.53,65.77,36.44,25.36,108.0,78.79,63.97,36.57,123.16,59.07
2020-08-31,349.31,63.26,150.09,65.58,35.65,25.06,108.26,77.81,62.99,36.25,123.55,59.25
2020-09-01,352.6,63.78,151.66,65.65,35.41,25.13,107.29,78.6,64.76,36.19,125.91,58.57
2020-09-02,357.7,65.14,153.76,66.84,35.24,25.49,109.44,79.9,66.23,37.0,127.03,60.39
2020-09-03,345.39,62.93,148.88,65.69,34.98,25.1,106.46,77.66,64.4,36.38,119.79,59.71
2020-09-04,342.57,61.78,147.16,65.54,34.87,25.29,105.7,77.84,64.44,36.25,118.12,59.37
2020-09-08,333.21,60.15,145.23,64.16,33.6,24.64,103.96,76.38,63.23,35.79,112.78,59.04
2020-09-09,339.79,60.87,147.97,65.09,33.83,24.89,105.8,77.56,64.86,36.18,116.46,59.82
2020-09-10,333.89,59.97,145.85,64.29,32.59,24.54,104.18,76.57,64.25,35.67,113.83,58.79
2020-09-11,334.06,59.78,146.07,64.65,32.62,24.71,104.59,77.61,65.07,35.55,112.96,58.93
2020-09-14,338.46,60.01,147.62,65.07,32.87,25.05,106.09,78.66,66.01,36.42,115.33,59.74
2020-09-15,340.17,61.08,148.83,64.98,32.63,24.71,106.23,78.71,66.33,36.9,116.47,60.14
2020-09-16,338.82,60.42,148.0,64.69,33.94,24.99,106.05,79.51,66.38,37.14,114.67,60.06
2020-09-17,335.84,59.31,145.92,64.28,33.99,24.73,105.7,79.67,66.87,36.32,113.72,59.57
2020-09-18,330.65,58.74,143.89,63.69,33.61,24.68,105.54,78.78,65.72,35.6,111.76,58.52
2020-09-21,326.97,57.93,141.51,62.83,31.97,23.93,103.18,75.87,63.21,34.44,112.44,57.66
2020-09-22,330.3,59.05,144.5,63.2,31.64,23.73,102.96,76.62,63.33,34.85,114.22,58.02
2020-09-23,322.64,57.64,142.13,62.25,30.21,23.2,101.9,75.25,61.47,33.85,110.66,57.13
2020-09-24,323.5,57.75,142.07,62.71,30.2,23.25,101.39,75.36,61.91,34.01,111.28,57.77
2020-09-25,328.73,58.52,143.92,63.04,30.18,23.49,103.02,76.49,62.46,34.67,113.94,58.72
2020-09-28,334.19,59.3,146.93,63.75,30.89,24.05,103.95,77.87,63.47,35.27,116.12,58.87
2020-09-29,332.37,59.36,145.79,63.33,30.04,23.75,103.82,77.18,63.0,35.09,115.73,58.85
2020-09-30,334.89,59.4,146.98,64.1,29.95,24.07,105.48,76.98,63.64,35.27,116.7,59.38
2020-10-01,337.04,60.25,148.9,64.46,29.03,24.11,105.12,76.75,62.74,35.85,117.93,59.98
2020-10-02,333.84,59.06,148.27,64.1,29.31,24.3,104.16,77.61,63.3,36.43,114.94,60.69
2020-10-05,339.76,60.03,150.23,64.53,30.19,24.7,106.3,78.86,64.51,36.63,117.46,61.45
2020-10-06,334.93,58.77,147.45,64.11,29.74,24.45,104.89,77.9,63.7,36.32,115.64,61.97
2020-10-07,340.76,59.2,150.82,64.8,30.16,24.86,106.87,79.62,65.34,36.42,117.76,62.35
2020-10-08,343.78,59.97,151.81,65.23,31.29,25.2,107.39,80.41,66.0,37.03,118.37,63.49
2020-10-09,346.85,60.33,153.39,65.74,30.79,25.23,108.36,80.71,66.51,36.93,120.18,63.48
2020-10-12,352.43,61.92,155.43,66.5,30.87,25.51,109.1,81.17,66.4,37.12,123.46,63.88
2020-10-13,350.13,61.98,155.4,66.45,30.39,25.02,108.27,80.27,65.81,36.49,122.67,63.44
2020-10-14,347.93,61.24,153.68,66.11,30.52,24.78,107.64,80.72,66.0,36.07,122.02,63.36
2020-10-15,347.5,60.77,154.25,66.15,30.89,24.97,106.86,81.01,65.81,36.24,121.47,63.32
2020-10-16,347.29,60.78,152.85,66.17,30.19,24.99,107.92,81.6,66.27,36.11,121.12,64.0
2020-10-19,342.01,59.69,150.97,65.31,29.55,24.61,106.21,80.59,65.5,35.54,118.9,63.46
2020-10-20,343.38,60.12,152.18,65.24,29.9,24.81,106.35,81.01,65.65,35.78,119.31,63.84
2020-10-21,342.73,61.13,151.35,65.3,29.33,24.68,105.82,80.19,65.4,35.65,119.13,63.67
2020-10-22,344.61,61.53,151.66,65.27,30.54,25.17,107.42,80.85,65.76,35.4,118.57,64.57
2020-10-23,345.78,62.11,152.99,65.39,30.39,25.25,107.82,81.17,66.0,35.63,118.44,64.75
2020-10-26,339.39,60.75,150.05,64.55,29.3,24.68,106.62,79.14,64.35,35.2,115.87,64.73
2020-10-27,338.22,61.14,149.98,64.38,28.92,24.23,105.89,77.41,63.74,34.75,116.45,64.68
2020-10-28,326.66,58.74,145.24,62.5,27.71,23.61,102.53,74.87,61.94,33.98,111.51,62.8
2020-10-29,329.98,60.22,146.16,62.48,28.56,23.79,101.69,75.96,63.22,34.37,113.37,62.97
2020-10-30,326.54,59.2,142.97,62.26,28.72,23.86,101.66,75.87,63.18,34.15,110.86,62.38
2020-11-02,330.2,59.17,143.99,63.25,29.7,24.31,103.49,77.92,65.28,34.99,111.14,63.75
2020-11-03,336.03,60.05,147.16,64.29,29.53,24.85,105.0,80.22,66.3,35.54,113.1,64.67
2020-11-04,343.54,62.64,150.29,64.32,29.57,24.56,109.66,79.39,65.17,35.64,117.5,63.7
2020-11-05,350.24,63.85,153.22,64.79,29.57,25.16,109.88,81.26,67.83,35.77,121.15,64.27
2020-11-06,350.16,63.7,152.76,65.09,28.93,24.96,109.92,81.34,68.0,35.63,121.58,64.13
2020-11-09,354.56,63.16,152.26,64.94,33.06,27.01,110.95,84.11,69.53,36.57,120.7,65.32
2020-11-10,354.04,62.96,151.72,66.22,34.13,27.15,111.27,85.59,70.35,36.77,118.45,66.26
2020-11-11,356.67,63.53,153.05,66.79,33.78,27.04,111.13,84.87,69.3,37.05,121.26,66.51
2020-11-12,353.21,63.17,151.0,66.61,32.69,26.59,110.72,83.9,67.84,36.67,120.18,65.44
2020-11-13,358.1,64.11,153.45,67.53,33.88,27.03,112.12,85.76,69.01,37.51,121.2,66.09
2020-11-16,362.57,64.52,155.46,68.15,36.11,27.63,111.93,87.85,70.37,37.75,122.37,66.76
2020-11-17,360.62,64.29,154.8,67.67,36.48,27.59,111.2,87.62,70.11,37.77,121.69,65.45
2020-11-18,356.28,63.64,153.74,66.74,35.42,27.33,109.13,87.23,69.53,37.13,120.39,64.17
2020-11-19,357.78,64.03,154.5,66.92,36.0,27.42,109.05,87.45,69.82,37.19,121.36,63.53
2020-11-20,355.33,63.88,153.69,66.5,35.81,27.18,108.8,86.66,69.76,36.94,120.11,63.54
2020-11-23,357.46,63.91,155.38,66.52,38.34,27.69,108.52,88.11,70.34,36.82,120.08,63.55
2020-11-24,363.22,65.22,157.69,66.97,40.31,28.66,108.84,89.65,72.09,36.8,121.75,64.23
2020-11-25,362.66,65.21,157.88,66.93,39.37,28.56,108.44,88.97,71.34,36.89,122.01,64.4
2020-11-27,363.67,65.63,158.22,66.92,38.91,28.47,109.44,88.82,71.71,36.82,122.66,63.76
2020-11-30,362.06,65.4,157.26,66.91,36.76,27.88,109.74,88.03,70.99,36.5,123.48,62.84
2020-12-01,366.02,66.6,158.43,67.5,36.93,28.31,110.66,87.81,71.77,36.96,125.06,63.28
2020-12-02,366.79,67.22,157.44,66.94,38.13,28.62,111.49,87.93,70.85,36.57,124.87,63.7
2020-12-03,366.69,66.92,157.88,67.11,38.53,28.63,111.35,88.16,70.36,36.84,124.79,63.04
2020-12-04,369.85,66.98,158.03,67.63,40.63,28.98,112.54,89.21,71.78,37.33,126.04,62.41
2020-12-07,369.09,67.4,157.67,67.37,39.68,28.78,111.85,88.78,71.31,36.96,126.4,62.76
2020-12-08,370.17,67.3,157.34,67.74,40.27,28.77,112.7,89.21,71.71,36.79,126.81,62.57
2020-12-09,366.85,66.5,157.19,67.47,40.36,28.7,112.31,89.41,71.75,36.45,124.38,62.46
2020-12-10,366.73,66.54,157.05,67.17,41.6,28.75,112.12,88.56,71.31,36.25,124.56,62.14
2020-12-11,366.3,66.94,156.3,67.32,41.12,28.46,111.68,88.77,70.9,36.27,124.3,62.24
2020-12-14,364.66,66.73,156.53,67.06,39.68,28.13,110.84,87.62,70.0,36.01,124.75,61.92
2020-12-15,369.59,67.28,158.64,67.22,40.46,28.61,112.04,88.84,71.27,36.64,126.83,63.14
2020-12-16,370.17,67.22,159.68,67.35,40.26,28.66,111.71,88.29,71.07,36.65,127.69,62.41
2020-12-17,372.24,67.05,160.77,67.78,40.07,28.74,112.91,88.83,71.89,37.08,128.7,62.83
2020-12-18,369.18,67.11,159.99,67.93,39.4,28.49,113.0,88.84,72.21,36.44,128.25,62.29
2020-12-21,367.86,66.43,157.89,66.64,38.13,28.72,111.41,87.94,71.47,35.65,128.08,61.02
2020-12-22,367.24,65.81,157.21,66.17,37.49,28.44,111.07,87.53,71.03,35.9,129.19,60.9
2020-12-23,367.57,66.19,157.55,66.39,38.32,28.91,111.15,87.99,71.13,35.56,128.21,60.78
2020-12-24,369.0,66.26,157.88,66.72,38.12,28.95,111.47,88.0,71.58,35.91,129.06,61.21
2020-12-28,372.17,67.45,159.68,67.25,37.88,29.09,111.75,88.11,71.3,36.2,130.52,61.48
2020-12-29,371.46,67.39,159.73,67.05,37.63,28.99,112.28,87.58,71.13,35.92,129.9,61.47
2020-12-30,371.99,66.94,160.69,66.98,38.22,29.12,112.26,88.14,72.11,36.12,129.83,61.78
2020-12-31,373.88,67.48,160.78,67.45,37.9,29.48,113.44,88.55,72.39,36.56,130.02,62.7
2021-01-04,368.79,66.48,159.42,66.72,37.96,29.08,112.95,86.41,71.7,35.38,127.9,61.12
2021-01-05,371.33,66.72,160.61,66.72,39.66,29.21,113.77,87.26,73.31,35.34,128.73,61.11
2021-01-06,373.55,66.4,162.25,66.77,40.87,30.5,115.33,89.34,76.31,35.17,126.51,62.63
2021-01-07,379.1,67.28,165.38,66.57,41.47,30.94,116.83,89.83,76.88,35.28,129.92,61.81
2021-01-08,381.26,67.49,168.79,66.9,41.42,30.92,117.39,89.61,76.51,35.66,130.76,62.33
2021-01-11,378.69,66.29,165.64,66.33,42.07,31.02,117.94,89.58,76.51,35.06,129.68,61.75
2021-01-12,378.77,65.22,168.17,66.11,43.54,31.34,116.66,90.47,77.48,35.09,129.06,61.42
2021-01-13,379.79,65.45,168.16,66.21,43.2,31.32,116.98,89.69,76.69,35.57,129.88,62.62
2021-01-14,378.46,65.08,167.09,65.86,44.48,31.46,116.61,90.0,76.43,35.79,128.74,62.38
2021-01-15,375.7,65.29,165.8,65.63,42.75,30.94,116.97,88.83,75.34,36.34,127.42,62.99
2021-01-19,378.65,66.47,166.74,65.34,43.61,31.02,117.85,89.12,75.6,36.1,129.08,62.75
2021-01-20,383.89,68.56,169.89,65.46,43.77,30.89,118.5,89.67,75.85,36.85,131.64,63.12
2021-01-21,384.24,68.81,170.68,65.24,42.29,30.56,117.94,88.97,74.74,36.73,133.34,62.75
2021-01-22,382.88,68.84,170.1,65.07,42.07,30.34,117.59,88.51,74.38,36.82,132.83,62.84
2021-01-25,384.39,69.24,170.73,65.72,41.64,30.12,118.36,87.91,73.99,37.15,133.94,64.1
2021-01-26,383.79,70.18,170.62,66.31,40.75,29.88,117.92,87.1,72.97,37.53,134.03,63.46
2021-01-27,374.41,67.91,165.36,65.19,40.2,29.0,114.34,85.37,70.82,37.05,131.5,61.75
2021-01-28,377.63,68.15,165.88,65.44,40.67,29.54,116.01,86.64,72.04,37.15,132.04,62.49
2021-01-29,370.07,66.88,162.01,64.09,39.32,28.95,115.03,84.77,70.64,36.76,128.93,62.15
2021-02-01,376.23,68.13,166.22,64.15,39.6,29.33,115.47,85.65,71.47,37.59,132.16,62.45
2021-02-02,381.55,69.17,169.75,64.58,40.03,30.04,115.8,87.47,72.41,37.75,133.95,62.96
2021-02-03,381.85,70.1,168.8,64.68,41.74,30.21,114.98,87.53,72.55,37.6,133.49,62.76
2021-02-04,386.19,70.52,170.6,65.15,42.2,30.88,115.46,88.47,72.29,37.81,135.62,63.25
2021-02-05,387.71,71.41,172.23,65.76,42.56,30.89,115.67,88.99,73.53,37.94,135.32,63.59
2021-02-08,390.51,71.69,173.21,66.01,44.34,31.29,115.81,89.75,74.14,38.02,136.74,63.1
2021-02-09,390.25,71.93,172.25,65.95,43.87,31.3,115.98,89.98,73.59,38.19,136.58,63.19
2021-02-10,390.08,72.61,170.55,65.88,44.71,31.3,116.19,89.84,73.51,38.45,136.38,63.44
2021-02-11,390.71,72.69,170.08,65.59,44.02,31.2,116.41,89.65,73.58,38.38,137.88,63.08
2021-02-12,392.64,73.0,170.32,65.69,44.67,31.52,117.28,90.3,74.34,38.37,138.59,62.62
2021-02-16,392.3,73.35,169.58,65.57,45.79,32.06,116.12,90.21,74.2,37.96,138.14,61.92
2021-02-17,392.39,73.56,170.56,65.81,46.47,32.22,116.54,89.96,74.16,37.99,136.92,61.97
2021-02-18,390.72,73.2,170.61,65.77,45.42,32.03,115.81,89.51,73.7,37.97,136.25,62.34
2021-02-19,390.03,72.48,169.62,64.94,46.18,32.41,114.41,90.98,75.05,38.09,136.05,61.41
