"K-Means Cluster 0, x","K-Means Cluster 0, y","K-Means Cluster 1, x","K-Means Cluster 1, y","K-Means Cluster 2, x","K-Means Cluster 2, y","K-Means Cluster 3, x","K-Means Cluster 3, y"
"-0.33824728621775574","-0.3109757464291336","0.6635423292198264","1.3340479195433503","8.95228949765438","-8.088988838166985","-1.7131459691936404","-0.024824212714985087"
"0.19957999621487602","0.43395184612212656","1.4490182136419776","1.0971439059985868","7.219747206504075","-5.580841172445107","-1.668514839616087","-0.025988943045707046"
"1.5833037009158537","-1.165249336264858","0.6474488507345941","1.0957896735211639","2.3260663667789148","-2.713482282100671","-2.894197177297017","-0.7185668722669155"
"-0.30653646819701214","-0.33768017852428367","0.7719972802161534","1.644153192107563","8.814958123638656","-6.610735813884701","-2.4017844792120213","0.20456409569203804"
"-0.2623589697860419","-0.3837375799137141","5.921716433923966","11.741289817034348","3.38458427455797","-1.7214226128337813","-2.8948540054499343","-0.720052933730776"
"-0.24271097269005573","-0.34559697725527533","0.7738919148352918","1.3037385274951325","3.7948201511277104","-2.7168451146197903","-1.713409850069015","-0.025281152925866066"
"-0.26369853242357083","-0.14687404981921734","2.037833943795649","1.0598314445168022","2.3246596541534394","-2.6842748201480044","-1.7135814853135136","-0.02568510153844684"
"-0.3215509797520683","-0.3421201179898286","0.42060627250629823","0.864427528072421","7.727952201508441","-2.8268331412812784","-1.711942145311918","-0.06711341872197588"
"-0.0007779295702995659","-0.18022191664973208","1.052474221407569","0.4846388116947027","3.8700780096414773","-2.9649338506181184","-1.6965086926939517","-0.08126838490356904"
"-0.2505238370758606","-0.2644504952514859","0.3718016169664055","1.0023196209319116","3.609378023194424","-1.778473760690195","-2.8722071672155782","-0.6752867149078815"
"0.10662512275223793","0.5183695865245739","0.6406779321445654","1.255836142603083","3.9086406371031464","-2.0361817189886846","-2.87888508105406","-0.6884870102020993"
"-0.35295986433137017","-0.474139496334789","0.8201456019656339","1.7453087256485185","4.341726410005746","-4.685837129199645","-1.7218562915914992","-0.04204198918536827"
"-0.19849681380969986","-0.16881092692702884","1.4767519541279517","1.1868170796188442","2.4902790310260654","-2.1632586953155926","-1.5386825156296111","-1.0432226868566414"
"-0.2530815008362758","-0.2767089928082059","0.9575246548975193","1.8822147774583302","2.723008057170752","-2.391196071473594","-1.518440288765865","-1.0925971913041193"
"-0.3135047261154035","-0.35145439970081155","0.7588235354861907","1.2713794443946327","3.5482746671228664","-2.890623629929567","-2.856642102285298","-0.6892128568375997"
"-0.4045909084813166","-0.44211781054511456","0.6432532833011236","1.3223377727069168","","","-1.727372829110064","-0.05294658094980024"
"-0.3896381883651264","-0.412560627604522","1.6758738785844767","1.8902985370976781","","","-2.8932571130104296","-0.7168963413780721"
"0.07631582305418051","0.4137631551837873","1.103642682574338","0.5731630603911271","","","-1.7137266573534684","-0.025972064479601726"
"1.2972070534950526","-1.082254655754132","1.4401795996041287","3.0008638900386764","","","-1.6912249911590675","0.01850719140213787"
"0.3511928245511434","0.7856975807188876","0.38778124398845437","0.9212040060445734","","","-2.8948540054499343","-0.720052933730776"
"0.16148160843596213","0.4480299088053181","4.68420350832116","0.4955479771041334","","","-1.2898202413893884","0.6739585124269942"
"0.1963228980273089","0.5169010146867529","0.6258817709236024","2.6594984715788974","","","-2.88309507021303","-0.6968089354961375"
"-0.29617229630501046","-0.28805533860453686","1.4614326525358656","2.768907664709137","","","-1.5895914519529493","-0.004061595894984157"
"-0.05254660771745584","0.07508534310518603","0.4468081006441793","1.1461510738915774","","","-1.5238433108987457","-1.058583643492466"
"-1.0878432599715404","0.9824043866340247","2.4112120148789047","3.1397357324767583","","","-1.7140170014333784","-0.02654599036191135"
"0.01258529751008285","0.2877864240091425","0.4098560704200864","2.207524172204578","","","-1.727372829110064","-0.05294658094980024"
"-0.24011642139362016","-0.5192433137962758","0.651074686617988","1.3722846862923674","","","-1.7128556251137392","-0.024250286832672427"
"-0.3853965425515258","-0.448869878945746","2.283896750330161","1.274589435454428","","","-1.559732461424186","-1.0848323133262856"
"0.18430278370065606","0.3714211893547341","0.7648818850451385","1.5907387735168932","","","-1.4903904283986282","-1.081844520292878"
"0.10115335311941386","0.23939097200725348","1.1525105926030028","3.975863111082077","","","-1.5550869561453509","-1.0756494992087826"
"0.037586545037988736","0.2925128732555846","0.5055257515305479","1.1288895644162125","","","-2.8923860807707","-0.7151745637311431"
"-0.1503856831830235","-0.15899076251412889","0.6773866248801577","0.8214500116948551","","","-1.532440117910995","-1.0308832803858885"
"-0.28188887805728097","-0.24426530188974424","3.0534501437415127","0.9270208680164371","","","-1.5414407843887552","-1.048674982738584"
"-0.037172530273133275","0.1261314565283096","0.6358678524650635","0.9584977093502652","","","-2.468708789635405","0.07227417981143905"
"-0.3825247584067805","-0.39849944348683963","0.5304923538118395","1.0380312702528638","","","-2.8873050593719998","-0.7051308607901757"
"-0.21991739528043822","-0.2076913054808523","0.6050158123904216","1.3194237519215004","","","-1.6981615924231883","-0.03989820640932009"
"0.0028587708325476715","0.26855990695067217","0.37424050571427464","0.957979933834748","","","-1.309148762184709","0.6343352175576107"
"1.5518270059470305","-1.1400688187008936","0.9187203475346172","1.5880405160990687","","","-1.6894829266796079","0.021950746695996323"
"-0.006040973112951678","-0.10117324359056767","0.5634575529045973","0.8403757773124569","","","-1.5613293538639672","-1.087988905679536"
"0.22635496487675502","0.39749067402734956","0.49668581392322686","1.1499805744419904","","","-1.487680679898209","0.19738638880831402"
"-0.34590974768128857","-0.3708159589466989","0.7192289874033276","1.5076951575010618","","","-1.711826189231782","-0.022183053408875344"
"-0.3925416291642256","-0.41829988642761956","1.6885460195155577","1.7867427307675905","","","-1.5732334611408267","-1.1115198668553292"
"0.012004609350263026","0.2866385722445229","1.1075296273056336","0.5466242018041239","","","-2.8684010375224793","-0.712456855072785"
"-0.21501476971109607","-0.24615587885624302","0.9105045433611398","1.7079611475286918","","","-1.7206949152718594","-0.03974628565612926"
"-0.3487815318263937","-0.42118639440527356","0.8662752822492255","1.7017765531867384","","","-1.7071622589009485","-0.05768990876201599"
"0.14033669267838178","0.540313812241125","0.5462138571735529","0.985097349630639","","","-1.5732334611408267","-1.1115198668553292"
"-0.28998685564104104","-0.30496640323044116","0.6302870438716042","1.250369889413828","","","-1.701790893422339","-0.04707227993873875"
"2.051078963671818","-1.450908412036332","0.4357210694501204","0.8562648662948144","","","-2.889047123851459","-0.7085744160840342"
"-0.3244242857668488","-0.3283454436535905","0.3930329773889163","0.9450890344446147","","","-1.5574097087849066","-1.0802409062678073"
"-0.31779657400542777","-0.4493256412061969","0.6176223411679154","0.9137359630269523","","","-1.6484494414469266","-0.031019233799077516"
"-0.19349765114231104","-0.24831654019781282","0.3527570090102801","0.9548626530105329","","","-1.608558787111095","0.09252675165836444"
"-0.022868336895492797","0.26239864299878757","0.744589456104296","1.5059327851175788","","","-1.4652942109076477","-1.2110116009522716"
"-0.2880177603902961","-0.2116865687835338","2.6578157744688524","0.5954433021599511","","","-2.8880309195717744","-0.7065656754959501"
"0.348009134366531","0.6379656187300073","0.35464424552997115","0.9585931712460929","","","-2.8935474570903392","-0.7174702672603821"
"-0.3296504792055037","-0.33867610953571264","0.9176924068581891","1.356475742125209","","","-1.4833719684031776","-0.9338898062695259"
"-0.22122551077533942","-0.30312646196161996","2.9147721471139696","6.134403568588385","","","-1.3347306978727949","0.6284609165468805"
"-0.23133735149569873","-0.18903337499687287","0.6991617536164245","1.1533173039444773","","","-1.6188698770856738","0.028187565906541624"
"-0.36274970431716974","-0.40410366012285165","1.2746356280115514","2.3593229900021675","","","-1.5422801599741311","-1.0950279370213223"
"-0.3276497273004882","-0.2900274517237356","2.0124629479031757","3.112930823748129","","","-1.331391740953831","0.6350610641934429"
"-0.18892291147787152","-0.19198641920231835","0.3786462502084739","0.8826939868796758","","","-1.4945502154805388","-0.9559859527400916"
"-0.04908847874508543","0.17168911334234557","0.6313239764480544","1.292757265428699","","","-1.6962426992491428","-0.08079886480956879"
"-0.003243648295923528","0.30125562572830883","2.220892836776097","-0.26504823378431086","","","-2.891224704450784","-0.7128788602013573"
"1.769840160116141","-1.306464756095041","0.5709636963075485","1.1627251074753522","","","-1.7140170014333784","-0.02654599036191135"
"-0.3667010060508606","-0.36722048289931797","1.1260921664255499","0.764158151567014","","","-2.871190962935893","-0.6732779743197973"
"0.7822298682645952","-0.9631843806522974","0.3844200067861146","0.8456051440553375","","","-1.498469860559599","-0.9637339521518201"
"0.02057779786034702","0.3483760409161682","1.7669161435564507","0.6722288003176461","","","-1.186720212236213","-0.3975336362527693"
"1.2592380082813595","-0.8976482106724267","1.0433099501169092","0.5729844477716652","","","-1.0580661281738026","-0.18791564700961194"
"-0.3447800280162792","-0.3238890787821978","1.2617849300917294","2.4459959984191544","","","-2.8552220385397415","-0.6417120507905739"
"-0.22798060104156032","-0.2669991106726395","0.49422903526436446","0.8823061238554666","","","-2.8649485652175537","-0.6609385678495909"
"-0.3771533929281705","-0.38788181466356253","0.6956348219824761","1.4538574505778161","","","-1.1221186544523853","-0.2698351274311951"
"-0.3309886842197288","-0.2966275993708445","0.4729594581004511","1.1924679683015322","","","-2.870755446816028","-0.6724170854963327"
"0.2151136821285909","-0.6026482309623942","1.8509207550070954","3.349918645017203","","","-1.6532108108584314","0.049182792263020865"
"0.10220308393094131","0.23731891720413548","0.6562631928262961","1.680414518036645","","","-1.5727831519716993","0.07385728191643043"
"-0.37962131760740475","-0.3927601846631954","0.47266183498937375","0.9737876313036741","","","-1.1410580853294627","0.7878266339534651"
"0.061104415512351004","0.3390008697259549","5.500527897951032","4.241299950486928","","","-2.8781592208542848","-0.6870521954963249"
"-0.24840433890281022","-0.3121573553259651","0.8598982489452814","0.8847329279633879","","","-2.4103179729156463","0.1430021055278766"
"0.16624062910026022","0.502130862499511","0.5680788009313859","1.3357975181341952","","","-1.6519335704061222","-0.03790634438734134"
"-0.25290467214169043","-0.321053206502313","0.6867701913907519","1.2676457559006848","","","-2.8130904902960454","-0.6031239744856696"
"-0.3598462635177941","-0.3983644012992073","0.49651964311648367","0.9821138935690944","","","-2.880481973493564","-0.691643602554803"
"-0.02545174217279963","0.17324889895052356","1.109453525632319","1.9983498680050757","","","-1.554651440025486","-1.074788610385318"
"-0.2981152454517436","-0.3093473629671309","1.0908410471761938","2.0564527424235655","","","",""
"-0.30697198431687717","-0.3385410673477486","1.0366488272454226","1.478890922550315","","","",""
"1.9190328697737689","-0.3779532298842579","0.9185113085301566","1.9015650432551015","","","",""
"-0.1926575458500122","-0.5921145109519892","0.6723517796903349","1.0950097104966694","","","",""
"-0.2752538590522937","-0.23095462487887838","0.8791280062126479","1.8585493445077437","","","",""
"-0.372185886914795","-0.42275625129901195","0.638695725662184","1.3859991542738057","","","",""
"0.2094519725699881","-0.6138397856681452","0.3745328150049064","0.9979070941864983","","","",""
"-0.19654626398155867","-0.25434276196244787","2.600081603970427","0.3914700886224032","","","",""
"-0.3297956512454588","-0.3389630724768676","0.7127037746023114","1.616334665380005","","","",""
"-0.2282887386564787","-0.1830071532322924","0.5772172400465173","0.9122684333590724","","","",""
"-0.314842931128992","-0.30940588953572834","0.8927487608120953","1.9275375357985503","","","",""
"-0.3873154357255705","-0.40796922054549717","","","","","",""
"-0.22143399612402104","-0.21415107163234226","","","","","",""
"0.28126996383159963","0.6017524846726207","","","","","",""
"0.23072867149887372","0.5849112317448872","","","","","",""
"-0.2984384906132522","-0.27697907718358716","","","","","",""
"-0.011323975774462787","-0.5125664524608257","","","","","",""
"-0.1991637946123759","-0.3096941008270315","","","","","",""
"-0.38934784428521657","-0.41198670172221225","","","","","",""
"-0.361329640571974","-0.35660285407549397","","","","","",""
"0.027102501506408208","0.3164827181262703","","","","","",""
"1.612035977531373","-0.9306610771944824","","","","","",""
"-0.2565656297951947","-0.28359610339592284","","","","","",""
"-0.351167597774574","-0.3365154481935592","","","","","",""
"1.0071128364952229","-0.18868960196775786","","","","","",""
"0.04982761973212606","-2.541940368733814","","","","","",""
"0.09244324519845042","0.46103753232772304","","","","","",""
"0.12986576037805278","0.34084081099477614","","","","","",""
"-0.014144791157779847","0.06260258349911814","","","","","",""
"0.15146067098358887","0.4740470029264351","","","","","",""
"-0.3537490378394093","-0.3863119577701557","","","","","",""
"0.017974374740565853","-0.03329350611853976","","","","","",""
"0.1423929217770954","0.4559779523441268","","","","","",""
"-0.21537374092021414","-0.3362206281141952","","","","","",""
"0.15074980290715673","0.561142218167106","","","","","",""
"-0.3973323064830157","-0.42776966348627715","","","","","",""
"-0.3175378865801483","-0.40412053868862524","","","","","",""
"0.015198394229548697","0.29295175695047704","","","","","",""
"-0.3865895755257957","-0.4065344058397229","","","","","",""
"-0.2322902424667038","-0.28030446885558685","","","","","",""
"-0.3384875800640655","-0.42147131595613224","","","","","",""
"-0.337552549147958","-0.38456373645725656","","","","","",""
"-0.26635546978127095","-0.2135602671845323","","","","","",""
"-0.3329894361244678","-0.34527625718227484","","","","","",""
"-0.39108990876467603","-0.4154302570160707","","","","","",""
"-0.22277986370547193","-0.21655275835832527","","","","","",""
"0.05297478127432028","0.32293094502018826","","","","","",""
"-0.07675771169902186","0.2952167840923585","","","","","",""
"-0.2837630033456956","-0.4714386662426028","","","","","",""
"-0.20320563239699307","-0.08873138777450677","","","","","",""
"-0.08192788362514944","0.05283493155450499","","","","","",""
"0.18087721491952843","0.5757704491301228","","","","","",""
"-0.3844119949261949","-0.4022299617218529","","","","","",""
"-0.30079289990716196","-0.23693930760680307","","","","","",""
"0.2140620688197804","0.44567879555253775","","","","","",""
"-0.3054132843440154","-0.3341341204953157","","","","","",""
"-0.339231833843084","-0.357615663653028","","","","","",""
"-0.3462000917611985","-0.37138988482900875","","","","","",""
"0.20548300323625238","0.21156750084801848","","","","","",""
"-0.04272198776214401","0.10292464657383064","","","","","",""
"0.032650695679243655","0.28275613325577204","","","","","",""
"-0.2706473176716551","-0.31143150868958613","","","","","",""
"-0.3749124990199452","-0.47283972381643186","","","","","",""
"0.12904493021536378","0.4732995261945288","","","","","",""
"-0.3309253709108278","-0.38588995264103687","","","","","",""
"-0.07649688388099449","0.07281102357940951","","","","","",""
"-0.32976399459118816","-0.3835942491117979","","","","","",""
